date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:57	223/223	---M--	200	added ('OK')	image/png	etag:%22df-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/images/toggle_open.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:56:58	168/168	---M--	200	added ('OK')	image/png	etag:%22a8-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/images/toggle_close.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:56:58	198/198	---M--	200	added ('OK')	image/png	etag:%22c6-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/images/flickr.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/images/flickr.png	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:56:59	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1d41d.eot	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:56:59	6024/6024	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221788-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.eot?-9hbgac	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.eot	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:56:59	5924/5924	---M--	200	added ('OK')	application/font-woff	etag:%221724-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.woff?-9hbgac	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.woff	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:57:00	13215/13215	---M-Z	200	added ('OK')	image/svg+xml	etag:%22339f-5c0b7dfd-0;gz%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.svg?-9hbgac	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.svg	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:57:00	5848/5848	---M--	200	added ('OK')	application/x-font-ttf	etag:%2216d8-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v1.ttf?-9hbgac	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/fonts/vc_grid/vc_grid_v157a1.ttf	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:57:00	673/673	---M--	200	added ('OK')	image/gif	etag:%222a1-5c0b7dfd-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/images/spinner.gif	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/images/spinner.gif	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:57:01	265/265	---M--	200	added ('OK')	image/png	etag:%22109-5c0b7dfe-0;;;%22	http://zohaibanwer.com/wp-content/plugins/js_composer/assets/vc/remove.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/plugins/js_composer/assets/vc/remove.png	(from http://zohaibanwer.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.2)
12:57:01	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.eot	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/bootstrap_1.css?ver=5.4.2)
12:57:03	18028/18028	---M--	200	added ('OK')	application/font-woff2	etag:%22466c-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.woff2	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.woff2	(from http://zohaibanwer.com/wp-content/themes/porto/css/bootstrap_1.css?ver=5.4.2)
12:57:05	109312/109312	---M-Z	200	added ('OK')	image/svg+xml	etag:%221ab00-5c0b77d6-0;gz%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.svg	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.svg	(from http://zohaibanwer.com/wp-content/themes/porto/css/bootstrap_1.css?ver=5.4.2)
12:57:05	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.eot?	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regulard41d.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/bootstrap_1.css?ver=5.4.2)
12:57:06	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.woff	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.woff	(from http://zohaibanwer.com/wp-content/themes/porto/css/bootstrap_1.css?ver=5.4.2)
12:57:06	5060/5060	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2213c4-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-font.eot?v=1.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-fontc619.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:06	5060/5060	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2213c4-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-font.eot?	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-fontd41d.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:07	4872/4872	---M--	200	added ('OK')	application/x-font-ttf	etag:%221308-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-font.ttf?v=1.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-fontc619.ttf	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:08	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b15c-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.ttf	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from http://zohaibanwer.com/wp-content/themes/porto/css/bootstrap_1.css?ver=5.4.2)
12:57:08	2728/2728	---M--	200	added ('OK')	application/font-woff	etag:%22aa8-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-font.woff?v=1.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-fontc619.woff	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:09	955/955	---M-Z	200	added ('OK')	image/svg+xml	etag:%223bb-5c0b77d6-0;gz%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-font.svg?v=1.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/minicart-font/minicart-fontc619.svg	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:16	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont.eot?v=4.6.3	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont5b62.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:20	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont.eot?	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfontd41d.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:23	71896/71896	---M--	200	added ('OK')	application/font-woff2	etag:%22118d8-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont.woff2?v=4.6.3	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont5b62.woff2	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:25	392990/392990	---M-Z	200	added ('OK')	image/svg+xml	etag:%225ff1e-5c0b77d6-0;gz%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont.svg?v=4.6.3	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont5b62.svg	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:28	90412/90412	---M--	200	added ('OK')	application/font-woff	etag:%221612c-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont.woff?v=4.6.3	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont5b62.woff	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:33	48812/48812	---M--	200	added ('OK')	application/font-woff	etag:%22beac-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont.woff?v=2.0.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont28b5.woff	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:36	129050/129050	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f81a-5c0b77d6-0;gz%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont.svg?v=2.0.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont28b5.svg	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:37	4976/4976	---M--	200	added ('OK')	image/png	etag:%221370-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/owl.video.play.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/owl.video.play.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:38	1362/1362	---M--	200	added ('OK')	image/png	etag:%22552-5c0b77d5-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_sprite.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_sprite.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:38	79748/79748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2213784-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont.eot?	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfontd41d.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:39	6567/6567	---M--	200	added ('OK')	image/gif	etag:%2219a7-5c0b77d5-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_loading.gif	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_loading.gif	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:40	6553/6553	---M--	200	added ('OK')	image/png	etag:%221999-5c0b77d5-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_sprite@2x.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_sprite@2x.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:42	13984/13984	---M--	200	added ('OK')	image/gif	etag:%2236a0-5c0b77d5-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_loading@2x.gif	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/css/images/fancybox_loading@2x.gif	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:42	79556/79556	---M--	200	added ('OK')	application/x-font-ttf	etag:%22136c4-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont.ttf?v=2.0.0	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/elusive/elusiveicons-webfont28b5.ttf	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:44	152796/152796	---M--	200	added ('OK')	application/x-font-ttf	etag:%22254dc-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont.ttf?v=4.6.3	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/fontawesome/fontawesome-webfont5b62.ttf	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:46	203310/203310	---M-Z	200	added ('OK')	image/svg+xml	etag:%2231a2e-5c0b77d6-0;gz%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Icons.svg?nuc4d1	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Iconsec97.svg	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:46	1517/1517	---M--	200	added ('OK')	image/gif	etag:%225ed-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/AjaxLoader.gif	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/AjaxLoader.gif	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:57:47	933/933	---M--	200	added ('OK')	image/png	etag:%223a5-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/video-overlay.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/video-overlay.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:57:48	54172/54172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d39c-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Icons.eot?nuc4d1	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Iconsec97.eot	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:49	53968/53968	---M--	200	added ('OK')	application/x-font-ttf	etag:%22d2d0-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Icons.ttf?nuc4d1	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/fonts/Simple-Line-Icons/Simple-Line-Iconsec97.ttf	(from http://zohaibanwer.com/wp-content/themes/porto/css/plugins_1.css?ver=5.4.2)
12:57:51	79881/79881	---M--	200	added ('OK')	image/png	etag:%2213809-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/flags.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/flags.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:57:58	17246/17246	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jul%202020%2007:57:48%20GMT	http://zohaibanwer.com/wp-content/themes/porto/img/video-overlay-dark.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/img/video-overlay-dark.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:57:59	116/116	---M--	200	added ('OK')	image/png	etag:%2274-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/patterns/stripes.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/patterns/stripes.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:00	21203/21203	---M--	200	added ('OK')	image/png	etag:%2252d3-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/arrows.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/arrows.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:01	21200/21200	---M--	200	added ('OK')	image/png	etag:%2252d0-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/arrows-dark.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/arrows-dark.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:01	13793/13793	---M--	200	added ('OK')	image/png	etag:%2235e1-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/concept.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/concept.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:02	7932/7932	---M--	200	added ('OK')	image/png	etag:%221efc-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/concept-item.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/concept-item.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:02	4232/4232	---M--	200	added ('OK')	image/png	etag:%221088-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/concept-icons.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/concept-icons.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
12:58:04	15473/15473	---M--	200	added ('OK')	image/png	etag:%223c71-5c0b77d6-0;;;%22	http://zohaibanwer.com/wp-content/themes/porto/images/history-thumb.png	F:/Juniad/Junaid%20Protfolio%20web/zohaibanwer.com/wp-content/themes/porto/images/history-thumb.png	(from http://zohaibanwer.com/wp-content/themes/porto/css/theme_elements_1.css?ver=5.4.2)
